"Williams, Kyffin",A Chapel in the Tyrol,1950-1960,landscape,NLW,Tyrol,,,29.8,40.7,1212.86,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00394_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/a-chapel-in-the-tyrol-120447,nlw_nlw_kwf00394_large.jpg,
"Williams, Kyffin",Alpine Mountain Landscape,1950-1960,landscape,NLW,unknown,unknown,unknown,50.5,60.8,3070.4,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00125_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/alpine-mountain-landscape-120590,nlw_nlw_kwf00125_large.jpg,
"Williams, Kyffin",Autumn Road,1950-1960,landscape,NLW,unknown,unknown,unknown,76.3,61,4654.3,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00073_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/autumn-road-120533,nlw_nlw_kwf00073_large.jpg,
"Williams, Kyffin","Church and Cottage, North Wales",1950-1960,landscape,NLW,North Wales,,,127,76,9652,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00094_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/church-and-cottage-north-wales-120566,nlw_nlw_kwf00094_large.jpg,
"Williams, Kyffin","Cloud and Mist, Eryri",1950-1960,landscape,NLW,Eryri,,,51,61,3111,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00002_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/cloud-and-mist-eryri-120478,nlw_nlw_kwf00002_large.jpg,
"Williams, Kyffin",Mont Blanc,1950-1960,landscape,NLW,Mont Blanc,,,37.6,21.4,804.64,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00390_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mont-blanc-120585,nlw_nlw_kwf00390_large.jpg,
"Williams, Kyffin",Mountains and Rocks,1950-1960,landscape,NLW,unknown,unknown,unknown,50.7,40.5,2053.35,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00008_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mountains-and-rocks-120484,nlw_nlw_kwf00008_large.jpg,
"Williams, Kyffin",Mountains Snowdonia,1950-1960,landscape,NLW,Snowdonia,,,68.5,50.7,3472.95,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00323_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/mountains-snowdonia-120581,nlw_nlw_kwf00323_large.jpg,
"Williams, Kyffin","Range of Mountains, Snowdonia",1950-1960,landscape,NLW,Snowdonia,,,76.1,50.3,3827.83,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00034_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/range-of-mountains-snowdonia-120487,nlw_nlw_kwf00034_large.jpg,
"Williams, Kyffin",Storm,1950-1960,landscape,NLW,unknown,unknown,unknown,61.2,51,3121.2,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00122_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/storm-120589,nlw_nlw_kwf00122_large.jpg,
"Williams, Kyffin",Yellow fields under a grey sky,1950-1960,landscape,NLW,unknown,unknown,unknown,91.5,60.8,5563.2,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00128_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/yellow-fields-under-a-grey-sky-120449,nlw_nlw_kwf00128_large.jpg,
"Williams, Kyffin",Yr Wyddfa a Grib Goch,1950-1960,landscape,NLW,"Wyddfa, Crib Goch",,,76,60.7,4613.2,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00129_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/yr-wyddfa-a-grib-goch-120528,nlw_nlw_kwf00129_large.jpg,
"Williams, Kyffin","Cottages, North Wales",1950-1970,landscape,NLW,North Wales,,,50.5,61.3,3095.65,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00007_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/cottages-north-wales-120483,nlw_nlw_kwf00007_large.jpg,
"Williams, Kyffin","Dark Mountains, Blue Sky",1950-1970,landscape,NLW,unknown,unknown,unknown,152.5,76,11590,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00152_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/dark-mountains-blue-sky-120446,nlw_nlw_kwf00152_large.jpg,
"Williams, Kyffin","Giudecca, Venice",1950-1970,landscape,NLW,Giudecca,,,76,63.1,4795.6,http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nlw/large/nlw_nlw_kwf00448_large.jpg,http://www.bbc.co.uk/arts/yourpaintings/paintings/giudecca-venice-120501,nlw_nlw_kwf00448_large.jpg,
